dataset_name,instances_no,missing_count_in_target,sampling_rate,stationary_no,non_stationary_no,first_diff_stationary_no,second_diff_stationary_no,target_skewness,target_kurtosis,lags_no,insignificant_lags_no,seasonality_components_no,fractal_dim,series_type,trend_type,pacf_01,pacf_02,pacf_03,pacf_04,pacf_05,pacf_06,pacf_07,pacf_08,pacf_09,pacf_10,percentile_0_min,percentile_0_max,percentile_0_mean,percentile_0_median,percentile_0_std,percentile_1_min,percentile_1_max,percentile_1_mean,percentile_1_median,percentile_1_std,percentile_2_min,percentile_2_max,percentile_2_mean,percentile_2_median,percentile_2_std,percentile_3_min,percentile_3_max,percentile_3_mean,percentile_3_median,percentile_3_std,percentile_4_min,percentile_4_max,percentile_4_mean,percentile_4_median,percentile_4_std,percentile_5_min,percentile_5_max,percentile_5_mean,percentile_5_median,percentile_5_std,percentile_6_min,percentile_6_max,percentile_6_mean,percentile_6_median,percentile_6_std,percentile_7_min,percentile_7_max,percentile_7_mean,percentile_7_median,percentile_7_std,percentile_8_min,percentile_8_max,percentile_8_mean,percentile_8_median,percentile_8_std,percentile_9_min,percentile_9_max,percentile_9_mean,percentile_9_median,percentile_9_std
427.csv,241,12,360,0,1,1,0,0.99460169,0.99460169,11,2,1,-1.719844037,multiplicative,logistic,0.255801025,-0.373376695,0.564126349,0.665351121,0.07178531,-0.103359241,0.135093021,0.294976738,0.172340898,-0.138602756,0,0.946836338,0.540054376,0.502088459,0.277800217,0.141512609,0.941863006,0.551432884,0.544200147,0.263794174,0.226913356,0.985584005,0.616085148,0.587458411,0.23655293,0.294610864,0.971368381,0.620396693,0.630717721,0.223018666,0.378651952,0.963369165,0.687439273,0.678304081,0.171804761,0.476773344,0.952595907,0.723074297,0.725082026,0.142804776,0.573042418,0.970872205,0.763189494,0.769329045,0.12139501,0.041810791,0.941309279,0.769683514,0.806032249,0.186178919,0.725457318,1,0.850010542,0.846259587,0.061502536,0.518618637,0.96156265,0.874140812,0.892238628,0.086687416
428.csv,4321,216,60,0,1,1,0,1.041459032,1.041459032,29,2,1,-0.611741945,multiplicative,logistic,0.813732995,0.319951531,0.082656232,-0.082608178,-0.155857562,-0.135639024,-0.130455687,-0.04939936,-0.008255199,0.064351162,0,0.921165141,0.463175714,0.464260544,0.275070573,0.079137751,0.981606446,0.503654681,0.499521381,0.250378084,0.064836719,0.945432177,0.539115364,0.543503593,0.222369327,0.111037021,0.93694266,0.582499708,0.577669177,0.196402538,0.063081155,0.939157082,0.622486397,0.62537175,0.171812692,0.088010673,0.952346839,0.816812077,0.838530439,0.113352441,0.073515747,0.958806606,0.83680094,0.854686814,0.109593437,0.056791562,0.968624343,0.827184482,0.849061391,0.116437969,0.103491223,1,0.836210898,0.848533946,0.095698698,0.052852171,0.972502617,0.832642584,0.852050261,0.117772519
429.csv,331,16,1440,0,1,1,0,1.066682185,1.066682185,9,3,1,-0.947025389,multiplicative,logistic,0.88666702,0.445047404,0.290540506,0.197998321,0.180570167,0.076253024,0.109950844,0.110628543,0.015136909,-0.036506581,0.020050597,0.932845076,0.1578617,0.12570358,0.166561122,0.054066876,0.230006086,0.159445044,0.160611328,0.036790389,0.008757245,0.923529672,0.187483763,0.178312892,0.156981517,0,0.167946197,0.076478837,0.076244225,0.035653215,0.026512317,0.40629996,0.093927966,0.081731731,0.069960171,0.002671563,0.736928291,0.225905089,0.169845935,0.181322763,0.325428312,0.901659696,0.388409684,0.375148641,0.094755785,0.16829356,0.442312035,0.40553187,0.422019409,0.048419965,0.142374179,0.881008343,0.688268048,0.800520007,0.218747785,0.472669094,1,0.900605892,0.914259712,0.094640307
430.csv,151,7,1440,0,1,1,0,0.124349065,0.124349065,5,1,1,-0.865337431,additive,logistic,0.885753964,0.386567469,0.315724351,0.147652633,0.329721902,0.008494874,0.03288131,0.084382829,0.090661425,0.010434219,0,0.761934604,0.192712584,0.162008827,0.175848411,0.167840649,0.317584797,0.237781095,0.235125806,0.040250424,0.262461445,0.375944645,0.315058784,0.324822632,0.036707455,0.356369564,0.439729661,0.39456778,0.397530978,0.026115025,0.436634586,0.512433164,0.474114259,0.47844004,0.025424098,0.518167536,0.59339596,0.555118166,0.553971624,0.024577239,0.202254237,0.980454711,0.810938164,0.929622817,0.231802272,0.881514727,1,0.929749946,0.924842239,0.035090253,0.866892,0.981703258,0.927666799,0.92960662,0.031068274,0.477536217,0.979684673,0.872381318,0.909752616,0.121691695
431.csv,1081,54,360,0,1,1,0,1.375130298,1.375130298,15,2,1,-1.474169894,multiplicative,logistic,0.431736427,-0.160638794,0.590164446,0.617491189,0.124412072,-0.089943702,0.187716365,0.338233262,0.081277917,-0.092136835,0,0.954046962,0.492118844,0.486109422,0.27930386,0.096750307,0.945698711,0.522997693,0.527836295,0.266386053,0.160461053,0.946640108,0.554300253,0.570437895,0.224396403,0.282800185,0.976368636,0.762803742,0.852276598,0.192148499,0.097187176,0.985878208,0.868958923,0.877310524,0.09790294,0.524957665,0.973555367,0.875070458,0.87874371,0.059332627,0.177269927,0.981303309,0.827287748,0.866824528,0.141358058,0.256041333,1,0.760042418,0.776217995,0.1233293,0.26670819,0.986273639,0.804954557,0.817979358,0.108945053,0.172543628,0.974498549,0.834770052,0.857717555,0.128590699
432.csv,30241,1512,10,1,0,0,0,1.200251601,1.200251601,11,0,1,-0.934459452,multiplicative,linear,0.806774708,0.436104478,0.295306508,0.218985421,0.176589052,0.141076399,0.099105435,0.070195127,0.041922554,0.029042705,0,0.950237295,0.494618342,0.49538207,0.24900392,0.126942417,0.946786519,0.530749078,0.53052084,0.223628524,0.115357296,0.960727854,0.568154469,0.570744221,0.199360727,0.114024613,0.955513972,0.602348264,0.605714387,0.176423081,0.116878233,0.966357436,0.753532817,0.82162294,0.159857029,0.117383698,0.990960753,0.82957245,0.845133839,0.095892515,0.115599859,0.985207,0.826093426,0.845195312,0.10930582,0.116005472,1,0.82907658,0.847476293,0.106443388,0.112930605,0.978594164,0.82314982,0.837138461,0.093700561,0.11405318,0.951091328,0.813129469,0.827059953,0.09643793
433.csv,366,18,1440,0,1,1,0,0.254418974,0.254418974,10,0,1,-1.033374111,multiplicative,logistic,0.904672719,0.49000307,0.338250078,0.217357667,0.113395991,0.202862956,0.110797782,0.152078062,0.115757994,0.094525046,0,0.681986694,0.164649526,0.140495755,0.110454492,0.132863934,0.887062293,0.233283768,0.218504235,0.12065568,0.211370368,0.358961502,0.267157759,0.262977471,0.034292176,0.197841332,0.371470063,0.301465526,0.309237431,0.036169708,0.161006711,0.799026532,0.391629253,0.387976713,0.08412076,0.398970899,0.780423202,0.53179173,0.529526914,0.057372646,0.41985842,0.645790769,0.605175237,0.610769671,0.039535869,0.337942476,0.825745409,0.701516337,0.712211923,0.098125679,0.713361094,0.926859598,0.8293427,0.828010971,0.045079385,0.116170461,1,0.880869099,0.902365261,0.138237367
434.csv,5761,288,30,0,1,1,0,0.169959727,0.169959727,14,1,1,-0.71849276,multiplicative,logistic,0.830594223,0.454153785,0.236080585,0.133371685,0.033849299,-0.008026917,-0.065602731,-0.07755438,-0.104884915,-0.096140934,0,0.921485802,0.275136272,0.27293881,0.15038604,0.047214955,0.914189468,0.336471061,0.333989209,0.141995808,0.077656336,0.824440284,0.40007035,0.399205088,0.133509789,0.076953654,0.850135386,0.464626007,0.457451581,0.131017266,0.077533295,0.911961864,0.531083591,0.529431111,0.131965803,0.246389131,0.900044278,0.600131225,0.595285068,0.129707497,0.059067685,0.933304552,0.663232062,0.669562937,0.14529918,0.076719431,0.984655848,0.678622541,0.681015604,0.157990646,0.059137914,0.890853437,0.622325709,0.62756813,0.147200483,0.084566439,1,0.698875466,0.704436308,0.144100502
435.csv,30241,1512,10,1,0,0,0,0.358241044,0.358241044,15,0,0,-0.953104518,multiplicative,linear,0.861968812,0.458929644,0.300740108,0.233360014,0.189721894,0.151417104,0.121920225,0.105843565,0.084462123,0.068980352,0,0.921214267,0.235763155,0.22948962,0.108461379,0.083575742,0.916725201,0.294628491,0.288611265,0.097858944,0.109308108,0.907559505,0.358497047,0.354636636,0.092835545,0.101614838,0.916934826,0.415668385,0.414359355,0.083646388,0.101850083,0.919693685,0.426167991,0.424986068,0.093275453,0.108467455,0.90680023,0.451279031,0.449247311,0.084368524,0.112727261,0.916734606,0.51431701,0.513660403,0.084364526,0.100685462,0.919907831,0.57483653,0.577857705,0.089188257,0.111871154,0.933191934,0.657020422,0.666026886,0.104657378,0.099093337,1,0.785791164,0.793156463,0.106202302
436.csv,811,40,480,0,1,1,0,0.237746429,0.237746429,18,10,1,-1.214379509,multiplicative,logistic,0.822475709,0.444791654,0.625967694,0.135332199,0.101601783,0.361686411,0.005667649,0.07082588,0.376734255,0.048605745,0,0.821718388,0.194509382,0.191170398,0.102936455,0.110327812,0.975215672,0.288645955,0.283133674,0.120032511,0.170401624,0.968123241,0.367502208,0.352275581,0.131881116,0.118288749,0.680949901,0.371280937,0.372238239,0.085558589,0.267395982,0.857962197,0.421115982,0.417229259,0.094806419,0.14454267,0.597648726,0.480971229,0.48800914,0.075080226,0.145634055,0.853115439,0.575927122,0.575534898,0.096290926,0.496703498,0.94656571,0.719010494,0.712561369,0.075800692,0.294075099,0.936181546,0.781166806,0.790168414,0.089469875,0.730636953,1,0.865455381,0.864070297,0.072753426
437.csv,14401,720,30,0,1,1,0,0.32821569,0.32821569,11,1,8,-0.912520565,multiplicative,logistic,0.876774971,0.471639674,0.297690327,0.225960343,0.168477759,0.110890141,0.082166492,0.074719617,0.029324164,0.012714843,0,0.904043954,0.207016161,0.196944295,0.101545832,0.093755169,0.894622145,0.272645772,0.261304855,0.105182378,0.101715007,0.906807065,0.329745977,0.321884367,0.089043472,0.100541598,0.883624131,0.330785909,0.326566871,0.080290369,0.127692059,0.907389333,0.386568715,0.381606249,0.073409358,0.113983925,0.910816813,0.448457938,0.446233361,0.07432484,0.131218991,0.901030093,0.561513279,0.55947514,0.076869526,0.106767478,0.897085458,0.625302723,0.63121834,0.073821909,0.118429794,0.911773525,0.685523623,0.691300936,0.082635941,0.114629248,1,0.801387524,0.807370901,0.096074609
438.csv,21601,1080,10,1,0,0,0,0.144044569,0.144044569,29,2,15,-0.926637593,multiplicative,linear,0.844392565,0.457598458,0.309999666,0.214438296,0.183074454,0.142525134,0.100225175,0.078794109,0.06006705,0.032386309,0,0.839814119,0.256378675,0.251895958,0.113279176,0.067087846,0.839099476,0.319148202,0.317144599,0.107600152,0.103133502,0.839839145,0.379226292,0.375765391,0.10740333,0.099979362,0.840640881,0.437814678,0.438414015,0.10270094,0.104341537,0.830424369,0.496489833,0.496695482,0.101681216,0.100613614,0.839418378,0.555730391,0.553133348,0.103965978,0.093700855,0.82891873,0.512216898,0.515095071,0.105563383,0.094185483,0.836813618,0.556555732,0.556200159,0.10115844,0.094272825,0.831822424,0.618119234,0.621463912,0.10739812,0.095519227,1,0.675881711,0.682285118,0.115327849
439.csv,241,12,1440,0,1,1,0,0.411328146,0.411328146,7,0,1,-0.89281371,multiplicative,logistic,0.89461965,0.394023721,0.275232939,0.238314969,0.171964142,0.188589669,0.125515043,0.093215627,0.06931014,0.28577109,0,0.168012623,0.09135089,0.095971439,0.054078876,0.066223646,0.317433161,0.168341061,0.166885534,0.053447174,0.173151061,0.783553334,0.27926434,0.262741981,0.116980181,0.253772534,0.828269207,0.34557285,0.331817453,0.112430515,0.259714648,0.371936378,0.320271073,0.321036886,0.029957213,0.362009735,0.703360647,0.420954373,0.410331747,0.067233298,0.460306296,0.705580573,0.511507986,0.501354452,0.048906546,0.31373746,0.744357828,0.617556885,0.589668702,0.101874179,0.103253427,0.86482513,0.751234871,0.782284121,0.146199568,0.325567274,1,0.833762562,0.859275572,0.156626964
440.csv,10081,504,30,0,1,1,0,0.351007707,0.351007707,12,4,4,-0.833217152,multiplicative,logistic,0.86031807,0.475085408,0.288770672,0.183714797,0.106504756,0.077085894,0.017632025,-0.003057536,-0.020496671,-0.025193568,0,0.882939031,0.220068317,0.211759225,0.110606539,0.080902451,0.890186752,0.282994919,0.276819408,0.103155134,0.08855944,0.884261601,0.348940058,0.345591837,0.095815503,0.084911871,0.88722601,0.41086609,0.409010122,0.086973411,0.127359054,0.879675282,0.417953295,0.416743757,0.088274578,0.122799952,0.927992818,0.44651208,0.444375669,0.088598779,0.144551602,0.923592655,0.512071501,0.511159987,0.085718291,0.081626504,0.928384234,0.57325225,0.576624329,0.092567533,0.092341483,0.927950866,0.656243966,0.665572834,0.10989551,0.084650746,1,0.790199974,0.798976988,0.115254668
441.csv,121,6,1440,0,1,1,0,0.441126645,0.441126645,4,0,1,-0.886177884,additive,logistic,0.806487466,0.428573469,0.46930223,0.174756792,0.129628175,0.026635879,0.122391415,0.201288423,0.131039713,0.105851876,0,0.891831861,0.151115674,0.087437945,0.234186297,0.171956152,0.300354768,0.223224618,0.214941239,0.037787579,0.086149486,0.400789738,0.314720911,0.337301645,0.087921073,0.398865204,0.518672482,0.460122365,0.464740105,0.03871965,0.528480212,0.627657651,0.583543239,0.586271688,0.034201013,0.66284402,0.741403195,0.703305139,0.708695348,0.024442596,0.24875985,0.938874109,0.793981472,0.815014457,0.179609754,0.412801701,1,0.780153912,0.782291111,0.172221962,0.686360769,0.827055529,0.758870258,0.763684428,0.036923622,0.809459959,0.949169482,0.8720728,0.884227616,0.039453987
442.csv,1441,72,60,0,1,1,0,0.002623405,0.002623405,26,3,2,-0.334398249,additive,logistic,0.875920162,0.234613857,-0.119568972,-0.172116639,-0.221417763,-0.175947712,-0.104655753,-0.03821375,0.029289404,0.103452487,0,0.92144484,0.31497149,0.305812264,0.175634295,0.059712525,0.919894885,0.365128798,0.355341161,0.176496776,0.057324493,0.971304202,0.412791977,0.413935043,0.180831206,0.066869511,0.977043404,0.44855337,0.452602934,0.172243214,0.234507623,0.975496019,0.510600346,0.517647127,0.17573142,0.268617312,0.837373468,0.536906145,0.530234666,0.167076588,0.182110595,0.973657995,0.597147493,0.599739949,0.168149599,0.117200852,0.923009614,0.630233159,0.634648838,0.173212554,0.186941689,0.99736948,0.679913715,0.679550082,0.174213467,0.396780963,1,0.725564375,0.72993794,0.166074811
443.csv,331,16,1440,0,1,1,0,0.286353953,0.286353953,8,2,1,-0.941931115,multiplicative,logistic,0.867400231,0.367308536,0.29000142,0.310948169,0.153254341,0.191756809,0.076167016,0.075469348,0.151744975,0.043823138,0,0.207090107,0.112282335,0.110469212,0.051129887,0.091667002,0.870588784,0.234852486,0.199923382,0.165239953,0.201070146,0.320841579,0.256809347,0.259350854,0.027982764,0.208058137,0.335403712,0.275779217,0.269590283,0.033646358,0.304357278,0.909668384,0.403189012,0.366202685,0.140722896,0.398936833,0.554893676,0.470913752,0.438784043,0.05943486,0.187818249,0.659468416,0.585217442,0.596213294,0.077076586,0.573411501,0.739332442,0.673548173,0.67474466,0.034117975,0.068858707,0.896211726,0.743344528,0.839565166,0.228262045,0.859368028,1,0.908703217,0.902426121,0.038236584
444.csv,38881,1944,10,1,0,0,0,0.287762783,0.287762783,18,0,0,-0.971739542,multiplicative,linear,0.884871344,0.466916644,0.311880067,0.238568628,0.195666063,0.159231255,0.13591497,0.105897004,0.08949389,0.085048681,0,0.890650232,0.223547152,0.217827168,0.095032304,0.084335382,0.88802148,0.2859873,0.281204133,0.091453294,0.108614077,0.88955355,0.345363479,0.342987657,0.077820625,0.111262848,0.890189881,0.368166993,0.364941005,0.079719788,0.117118857,0.89305186,0.401658417,0.398447675,0.078092044,0.11408129,0.888060524,0.462944841,0.462523095,0.0728094,0.109147506,0.893667374,0.537836622,0.542939346,0.081609048,0.11279901,0.885161176,0.654402391,0.659641069,0.082942318,0.109245298,0.924732687,0.716571261,0.721933579,0.091091565,0.108566364,1,0.777770653,0.786748461,0.101278932
445.csv,12961,648,10,1,0,0,0,0.000930457,0.000930457,10,0,0,-0.907298609,multiplicative,linear,0.850508413,0.444568937,0.308482067,0.224733846,0.167623924,0.136956187,0.120310743,0.069839415,0.038375586,0.009812525,0,0.908341807,0.300300016,0.299777334,0.132924908,0.100242994,0.918768606,0.350555919,0.346572618,0.134063679,0.110796832,0.904937278,0.396940968,0.399145028,0.129504547,0.115069928,0.912815787,0.440639853,0.439065568,0.125412508,0.132097085,0.909639779,0.488848755,0.483181878,0.125051538,0.107463801,0.904414353,0.538307608,0.53735482,0.125178983,0.119610722,0.864672266,0.582190415,0.58222731,0.128142042,0.111087215,0.909318433,0.630297884,0.629977835,0.128682883,0.110647921,0.931664891,0.677531468,0.677918479,0.130736632,0.10990503,1,0.72281392,0.724999188,0.133881871
446.csv,181,9,480,0,1,1,0,0.04914978,0.04914978,7,9,1,-1.456878404,additive,logistic,0.138858763,0.10857092,0.813344227,-0.019491527,-0.052662877,0.357145468,-0.001180753,0.091485492,0.221723454,-0.201694684,0,0.661585776,0.320260882,0.289008926,0.183488976,0.079789974,0.551343533,0.342846686,0.342026968,0.174929267,0.107356755,0.616333851,0.402393253,0.39422627,0.174902009,0.167469629,0.684739015,0.425328482,0.42137842,0.183203048,0.238359471,0.768743122,0.482324625,0.483753592,0.185824051,0.050838277,0.771589088,0.461323209,0.50661496,0.201675169,0.341510261,0.908529475,0.581850709,0.567499476,0.191935034,0.393491491,0.885342502,0.655857645,0.649780334,0.185428406,0.437885397,0.961122735,0.674764788,0.665731951,0.180928668,0.356856263,1,0.711048869,0.717897955,0.195353186
447.csv,12961,648,30,0,1,1,0,0.283476421,0.283476421,12,4,10,-0.887900727,multiplicative,logistic,0.88093738,0.468870749,0.301236522,0.211890072,0.157152461,0.105390008,0.056679174,0.059995344,0.009711799,0.002790879,0,0.869097181,0.179787178,0.170271725,0.100792596,0.065062325,0.867978867,0.247280097,0.242289199,0.097946777,0.093868353,0.833233036,0.304661365,0.30124689,0.077168975,0.117237788,0.843953722,0.328210389,0.32684115,0.077230691,0.075708314,0.861284245,0.364819717,0.359449556,0.081910587,0.072891433,0.867219336,0.426697552,0.425233431,0.079251443,0.073091234,0.865010057,0.504466184,0.508284149,0.087551848,0.062232056,0.86877785,0.62629678,0.631164236,0.08588738,0.104535281,0.869824173,0.691636891,0.695621916,0.082578076,0.06874598,1,0.747642103,0.757827808,0.110717778
448.csv,451,22,480,0,1,1,0,0.162073156,0.162073156,12,7,1,-1.44167923,additive,logistic,0.435894744,0.294966004,0.857396224,0.098226362,0.076712088,0.377082636,-0.012372971,0.028553225,0.286284827,-0.107088779,0,0.777943351,0.253463874,0.226804301,0.175043963,0.031561691,0.616091495,0.281057178,0.277457767,0.135958964,0.080756551,0.533517496,0.353772539,0.357580681,0.125979194,0.238486598,0.6298644,0.443442085,0.445042657,0.119104751,0.189371026,0.70702446,0.522028212,0.531267566,0.128444893,0.120747563,0.806357897,0.593910921,0.605448303,0.140928934,0.052715337,0.787330291,0.530863131,0.522722345,0.144512144,0.25695031,0.818655421,0.592517085,0.601450653,0.128104043,0.501371536,0.904070012,0.689981449,0.692122246,0.113759818,0.266450454,1,0.758859414,0.77832622,0.141815423
449.csv,181,9,480,1,0,0,0,0.056998861,0.056998861,10,0,1,-1.655220972,additive,linear,-0.473015841,-0.882849302,0.574259863,-0.15089997,-0.246585095,0.352291835,-0.164271495,-0.170264344,0.338659379,-0.045004339,0.077583406,0.944995555,0.565226664,0.495598315,0.322307438,0.04117884,0.937312419,0.496342927,0.495598315,0.33423371,0.048903017,0.987397868,0.509815402,0.495598315,0.351790098,0.031546781,0.962489604,0.525140138,0.495598315,0.336613567,0.068947784,0.96372674,0.496408745,0.495598315,0.317057145,0.051193267,0.99286887,0.549505671,0.495598315,0.352726696,0.037563451,1,0.517290383,0.495598315,0.340794323,0.02320231,0.965657858,0.524294573,0.495598315,0.345104546,0.027982699,0.974988031,0.557894928,0.495598315,0.341489331,0,0.952489062,0.502007979,0.495598315,0.345924427
450.csv,2881,144,30,1,0,0,0,0.001980184,0.001980184,30,1,1,-0.496369486,multiplicative,linear,0.89511002,0.409730236,0.014539431,-0.090508109,-0.212682487,-0.206294185,-0.241100453,-0.182068793,-0.21330109,-0.192460238,0.033059585,0.9501535,0.506757017,0.49988335,0.27707929,0.041382168,0.982094729,0.508239223,0.49988335,0.278109388,0.058418161,0.985178684,0.506696157,0.49988335,0.277784243,0.034664547,0.95192061,0.48764277,0.49988335,0.278455412,0,0.94806562,0.500594523,0.49988335,0.27259781,0.026519558,0.944165334,0.498438872,0.49988335,0.273216655,0.008878565,1,0.498897785,0.49988335,0.276701509,0.01537871,0.96312756,0.495057866,0.49988335,0.2780848,0.04730023,0.97952461,0.495714464,0.49988335,0.275664491,0.055091721,0.981176673,0.496336917,0.49988335,0.273586379
451.csv,721,36,480,0,1,1,0,0.657476583,0.657476583,8,8,1,-1.378170253,multiplicative,logistic,0.133067415,0.115789526,0.863093344,-0.024083374,-0.027264008,0.442015282,-0.040915706,-0.000621217,0.200447728,0.059055586,0.104096012,0.969503645,0.554230454,0.538708458,0.285144159,0.122604378,0.963340869,0.522045001,0.536058061,0.302157831,0.117996555,0.985590678,0.559548633,0.537542984,0.299310225,0.049011975,1,0.476377007,0.533384888,0.316276076,0.020156508,0.48862476,0.119360189,0.111848734,0.05985958,0.009306089,0.511276567,0.124252424,0.104378424,0.096453245,0.016031817,0.701226945,0.12545815,0.112895646,0.100473324,0,0.944904702,0.274097936,0.139122101,0.276228253,0.096947486,0.964056576,0.547984804,0.538164734,0.288141047,0.114538457,0.986668405,0.538581217,0.535375401,0.310882911
452.csv,25921,1296,10,1,0,0,0,0.920049614,0.920049614,30,1,3,-0.916200457,multiplicative,linear,0.865635631,0.449981649,0.301680159,0.218177261,0.17025928,0.125107021,0.072371902,0.049705389,0.016425687,-0.001549579,0.043277755,0.968050409,0.506820521,0.507452349,0.260821073,0.015438684,1,0.507580931,0.507452349,0.261621368,0.049905391,0.967559088,0.506665631,0.507452349,0.262578405,0.016862736,0.977784959,0.506470374,0.507452349,0.261898656,0.053289791,0.973143548,0.507288139,0.507452349,0.261954516,0.015558144,0.933522884,0.194705996,0.144799323,0.166864342,0.002084047,0.877682561,0.154325805,0.138744741,0.099190888,0.016340631,0.867623708,0.153354816,0.137588221,0.100273851,0,0.877239312,0.154866959,0.137611695,0.102357957,0.022119232,0.877804132,0.156812863,0.141096309,0.099668449
453.csv,21601,1080,10,1,0,0,0,0.6753557,0.6753557,30,1,2,-0.905938808,multiplicative,linear,0.873236627,0.448327569,0.308708248,0.225496945,0.151561357,0.120380686,0.074369861,0.027417252,-0.001221352,-0.021463469,0.055798286,0.972895338,0.514354142,0.515780269,0.266414705,0.045103677,0.985479129,0.516507214,0.515780269,0.265474928,0.023582155,0.998951859,0.51338165,0.515780269,0.268781478,0.0667315,0.988135199,0.520572669,0.515780269,0.266613067,0.024200617,0.983911011,0.517340273,0.515780269,0.265693542,0.043229221,1,0.51803071,0.515780269,0.268063914,0.00695078,0.934247763,0.201757754,0.145915576,0.181813963,0.011255865,0.883845521,0.15388222,0.139497397,0.092900899,0.016047318,0.881564321,0.156133869,0.13960781,0.102437939,0,0.885426289,0.156022293,0.138326227,0.10334977
454.csv,271,13,480,1,0,0,0,0.012403384,0.012403384,11,2,1,-1.541794644,multiplicative,linear,-0.454168622,-0.812961353,0.584556647,-0.158556602,-0.272345894,0.283242237,-0.068692859,-0.224390374,0.272020274,0.003721205,0.029073458,0.967740479,0.504801476,0.503763751,0.327971441,0.051623156,0.985833076,0.527728753,0.503763751,0.35210355,0.058158367,0.984645263,0.490092204,0.503763751,0.343166788,0.0468448,0.953552713,0.477598115,0.503763751,0.320197148,0,0.954835984,0.492071106,0.503763751,0.334725635,0.004604679,0.9753902,0.504732448,0.503763751,0.341665777,0.084357678,0.957478809,0.498871513,0.503763751,0.329461115,0.033325133,0.932456962,0.513203494,0.503763751,0.322565773,0.038768591,0.975189015,0.530389581,0.503763751,0.343733414,0.085183476,1,0.493697805,0.503763751,0.326771614
455.csv,481,24,360,0,1,1,0,0.393008955,0.393008955,13,8,1,-1.800796133,multiplicative,logistic,0.261457828,-0.463419299,0.701927466,0.637128866,0.063567726,-0.17726695,0.164352241,0.35205885,0.034077482,-0.121735723,0.078211535,0.9707527,0.506177749,0.522366848,0.280355648,0.07557375,0.986593829,0.533644526,0.522366848,0.26727899,0.085845612,0.966482795,0.519763402,0.522366848,0.281823245,0.040971828,0.985141339,0.498619741,0.522366848,0.268231964,0.067023689,0.969383735,0.517314488,0.522366848,0.275239767,0.066569691,0.997857486,0.504033381,0.522366848,0.284074714,0.011644486,1,0.532970786,0.522366848,0.271921684,0,0.955242395,0.36693396,0.181911751,0.296091483,0.06408117,0.737407154,0.15690307,0.134697291,0.115310624,0.057455804,0.894858501,0.170863055,0.146317477,0.141126561
456.csv,361,18,360,1,0,0,0,0.008188096,0.008188096,10,9,1,-2.181103284,additive,linear,0.001182524,-0.919568914,0.022660931,0.470234956,-0.076435987,-0.382660434,-0.044279934,0.241138604,0.009626117,-0.190371632,0.071788917,1,0.51401674,0.509888049,0.290143198,0.014025374,0.987504113,0.487403642,0.509888049,0.295008049,0.008168326,0.965315389,0.509760163,0.509888049,0.296320822,0.056484166,0.975742106,0.497125134,0.509888049,0.294169708,0,0.9545521,0.483269283,0.509888049,0.285698677,0.000679738,0.978614774,0.539865728,0.509888049,0.29514805,0.051387295,0.98711854,0.524644545,0.509888049,0.278334158,0.071323305,0.96256998,0.515057482,0.509888049,0.294281243,0.061597888,0.979998669,0.542284157,0.509888049,0.283878318,0.047378859,0.976468817,0.513967018,0.509888049,0.295447985
457.csv,841,42,360,0,1,1,0,0.785670129,0.785670129,17,4,1,-1.682534568,multiplicative,logistic,0.376228622,-0.268909106,0.653879054,0.696982868,0.104628986,-0.18309248,0.11903252,0.333191204,0.014986977,-0.079806429,0.019938899,1,0.474067159,0.49809444,0.276867382,0.018179716,0.945193041,0.48729069,0.49809444,0.28598296,0.057760646,0.971227316,0.498710256,0.49809444,0.281458938,0.028511572,0.972719679,0.503046831,0.49809444,0.282580153,0,0.933035643,0.261205839,0.122057576,0.285446672,0.007413307,0.535399232,0.113650159,0.103595996,0.073756788,0.023873931,0.336167208,0.105172125,0.092835988,0.058751103,0.000792521,0.859054197,0.125013432,0.098924113,0.122736084,0.016561066,0.898690529,0.211548148,0.107425344,0.234566715,0.053511368,0.956386636,0.501451263,0.49809444,0.278102956
458.csv,8641,432,30,0,1,1,0,0.907018945,0.907018945,28,3,2,-0.75110834,multiplicative,logistic,0.859673096,0.422374135,0.216726971,0.084293697,-0.016992649,-0.06415124,-0.108584847,-0.109288222,-0.121729908,-0.11104719,0.002967816,0.974369026,0.527640591,0.520424536,0.270959771,0.051488522,0.988500252,0.518113721,0.520424536,0.268726609,0.058775668,1,0.52020405,0.520424536,0.272579476,0.033141637,0.97534344,0.522458425,0.520424536,0.270571889,0.039964453,0.987628093,0.515747316,0.520424536,0.26961904,0.02236065,0.951849761,0.192272761,0.140003008,0.173141266,0.021658168,0.897464,0.152176752,0.135398057,0.097808616,0.023178422,0.882743457,0.154364939,0.133272483,0.116950931,0.032580313,0.869635674,0.151294913,0.140236585,0.090260244,0,0.891779866,0.159982052,0.137251517,0.116939593
